0,6555
1,6555
2,6555
3,6555
4,6555
5,6555
6,6555
7,6555
8,6555
9,6655
10,6555
11,6555
12,6555
13,6555
14,6555
15,6555
16,6190
17,7067
18,6555
19,6555
20,10155
21,6555
22,6555
23,6555
24,6555
25,5775
26,6477
27,6975
28,7677
29,8175
30,8877
31,9375
32,10077
33,10575
34,11277
35,11775
36,12477
37,6555
38,6555
39,7855
40,6555
41,5364
42,6201
43,6667
44,6555
45,6555
46,6555
47,6555
48,6555
49,6555
50,6555
51,6555
52,6555
53,6555
54,6555
55,6555
56,6555
57,6555
58,6555
59,6555
60,6555
61,6555
62,6555
63,6555
64,6555
65,6555
66,6555
67,6555
68,6555
69,6555
70,6555
71,6555
72,6555
73,6555
74,6555
75,6555
76,6555
77,6555
78,6555
79,6555
80,6555
81,6555
82,6555
83,6555
84,6555
85,6555
86,6555
87,6555
88,6555
89,6555
90,6555
91,6555
92,6555
93,6555
94,6555
95,6555
96,6700
97,6700
98,6600
99,6600
100,6800
101,6800
102,6500
103,6500
104,6800
105,6800
106,6700
107,6700
108,6800
109,6800
110,6500
111,6500
112,7000
113,7000
114,7400
115,7400
116,7200
117,7200
118,7100
119,7100
120,7000
121,7000
122,7200
123,7200
124,6600
125,6600
126,6500
127,6500
128,6700
129,6700
130,6800
131,6800
132,6600
133,6600
134,6700
135,6700
136,6800
137,6800
138,6600
139,6600
140,6800
141,6800
142,6900
143,6900
144,6700
145,6700
146,6000
147,6000
148,6000
149,6000
150,6000
151,6000
152,6000
153,6000
154,6000
155,6000
156,6000
157,6000
158,6000
159,6000
160,6000
161,6000
162,6000
163,6000
164,6000
165,6000
166,6000
167,6000
168,6000
169,6000
170,6000
171,6000
172,6000
173,6000
174,6000
175,6000
176,6000
177,6000
178,6000
179,6000
180,6000
181,6000
182,6000
183,6000
184,6000
185,6000
186,6000
187,6000
188,6000
189,6000
190,6000
191,6000
192,6000
193,6000
194,6855
195,6655
196,6855
197,6755
198,6700
199,6700
200,6700
201,6700
202,6700
203,6700
204,6700
205,6700
206,6700
207,6700
208,6800
209,6800
210,6700
211,6700
212,6700
213,6700
214,6700
215,6700
216,6700
217,6700
218,6800
219,6800
220,6555
221,6555
222,6555
223,6555
224,10155
225,6955
226,6436
227,6853
228,7247
229,8053
230,9053
231,9454
232,10055
233,10856
234,10662
235,11259
236,4638
237,5052
238,5548
239,6056
240,6954
241,7356
242,7956
243,8857
244,9862
245,10357
246,6202
247,6708
248,7402
249,7908
250,8579
251,9108
252,9779
253,10308
254,10890
255,5757
256,6951
257,7034
258,7955
